"GeneSymbol"	"C1_raw"	"C3_raw"	"C4_raw"	"C7_raw"	"C8_raw"	"A9_raw"	"A10_raw"	"A11_raw"	"A12_raw"	"A14_raw"	"A15_raw"	"A16_raw"	"A17_raw"
"C11orf52"	15	15	13	6	7	5	8	11	20	20	9	13	7
"TIMD4"	8	4	3	5	2	3	7	4	5	8	3	9	2
"NDUFAF2"	98	60	143	160	77	131	104	115	123	107	100	167	57
"ARRDC4"	1237	542	971	1617	1387	1197	1215	926	1725	1492	1847	2141	1220
"COG7"	588	631	1019	961	616	619	520	698	964	846	799	1094	669
"CXorf40A"	148	94	223	342.0021387	206.0002619	170.5185185	151	170	175	183.2631579	196	241	114
"ZNF300"	110	45	126	104	68	87	83	108	160	135	108	105	55
"MYOZ3"	37	32	58	76	52	51	50	47	44	55	55	111	25
"C19orf20"	91	73	148	205	172	82	78	137	182	141	155	205	88
"FAM58A"	298	156	370	317.0091573	336	254	224.0650662	258.009791	426.9672131	227.0248292	253.0136148	366.0496018	174
"MCART1"	399	272	643	641	433	433	348	442	492	541	416	594	274
"SNX29"	1026	692	1118	1434	1022	778	648	1106	1192	1340	1369	1341	755
"C4orf42"	134	117	222	244	181	139	149	176	184	254	196	268	114
"ZC3HAV1L"	39	49	88	75	50	55	50	48	79	65	56	86	38
"TTC30A"	287	160	190	428	344	247	264	196	339	324	300	333	159
"INTS4"	635.0284642	437	897	905.0150984	508.5582342	596	488	792.7575758	890	894	768	1044	567
"OXNAD1"	790.7798273	520	942	1141	771	812.7539575	555.0323211	783.0505734	950	1017.015069	709.8928531	1083	566
"DSEL"	1894	799	1804	2013	1609	1819	1009	1783	2434	1858	1708	1961	1116
"RIPPLY1"	0	1	2	0	7	0	0	1	3	4	4	3	5
"MTDH"	3107.886349	1752.728418	3125.550565	4365.111592	3051.439173	2707.877957	2440.726358	2941.844596	3644.390637	3587.744726	3441.568558	4254.696124	2091
"ABBA-1"	3098.116257	3633	7071.971056	5700	3666.092661	2413	2156	5612.292219	4628	4429.151654	5342.900373	5382.94228	4701
"TMEM88"	7	18	23	23	7	22	17	25	39	28	32	17	8
"MTG1"	384	402	675	602	395	314	328	453	576	483	486	584	383
"UBTD2"	270	179	349	516	334	307	289	347	373	441	326	539	275
"DAPL1"	0	0	9	10	0	9	18	2	13	6	11	4	1
"PCDH21"	416	421	651	864.6279037	1003	646.0048514	565	599	472	687	550	994	420
"DUSP27"	18	16	19	61	24	16	13	6	18	26	20	17	11
"RCSD1"	152	96	142	299	143	131	126	115	170	213	216	234	132
"LMBRD2"	3251	1826	3619	5658	3782	3484	2714	3026	3333	3705	3039	5432	1738
"MRPS36"	278	163	188	544.723635	304.0945675	295	312	251	320	421	270.8610182	432.7602882	174
"LOC92270"	202	172	287	312	201	271	266	167	231	407	292	315	132
"ZNF461"	313	205	352.7560976	578.7040733	363.0058155	322	340	360.0040339	499	433.5604953	346	583	264
"ZNF585B"	565	452	843	849	534	502	495	618	756	808	675	906	424
"CAPN13"	127	36	174	83	76	96	150	75	198	147	181	109	79
"GLYATL1"	0	6	3	8	7	15	2	17	12	2	5	8	4
"SCGB3A1"	1	9	7	5	4	7	1	1	3	7	8	5	4
"TMEM129"	487	446	740.0105843	860	591.9111111	410.0627753	341	556	720	707	687	815	481
"MEX3A"	14	22	44	40	18	35	20	64	30	50	14	45	28
"LYK5"	620.5948353	409	746.7836279	799.4529926	522.4470117	491	534	600	625.0160012	832.1977153	639	887.8443149	315
"C1orf156"	71	56	93	157	62	104	74	92	123	128	111	140	47
"SCYL1BP1"	192	130	195	267	186	192	140	177	263	239	282	306	131
"NAF1"	380	214	434	617	394	366	372	380	454	617	421	554	200
"C1orf105"	2	1	6	9	5	10	0	8	6	7	7	8	4
"CRB3"	4	3	16	11	6	1	1	11	5	4	13	6	1
"SPSB4"	20	6	22	31	22	15	14	17	15	16	19	38	10
"ACPL2"	724	443	659	960	678	538	571	517	626	824	706	980	485
"ZFP62"	687	488	799	893	467	589	520	669	754	740	732	992	525
"MRRF"	382.904204	333	526	581.0521314	356.4154153	381	429	403.8974359	503.0186078	529.0446864	406.094583	500	300
"RBM18"	388	254	654	759	480	476	436	464	515	513	417	753	239
"CHMP4C"	10	1	3	2	6	1	11	2	10	4	6	8	2
"LDHAL6B"	16	11	18	24	14	16	17	17	32	17	24	15	17
"SPECC1"	5119.022456	3457.889984	6711.065585	5740.020467	4505.801092	3825.023449	3529.839559	5229.006341	5197.00542	6220.131181	5171.646496	6502.830584	3996.004539
"CCDC64"	512	772	913	1139	760	602	552	600	828	721	748	1059	552
"FANK1"	67	70	92	141.0005734	57	121	80.64524677	99	97	84	102	173	52
"G6PC3"	324	265	379.0837216	522.9509232	365	301.9259573	332	353	389	503	477	526	299
"ASB16"	34	52	60	64	22	42	34	67	62	63	55	80	37
"ZNF764"	169	112	196	267	193	128.9555556	118	183	223	239	235.0592326	232	124
"MOBKL1A"	1307	904	1080	2258	1810	1521	1456	1587	1773	1859	1593	2624	1114
"TIMM50"	660	371	817	1277.905138	762	527	517.9250824	681	732	751	683	1218	463
"TIFA"	62	27	78	102	59	58	51	91	87	78	82	153	72
"C20orf72"	111	101	139	147	93	129.0089863	87	140	162	182	168.0012865	166	90
"DTD1"	689	434	858	1434	985	814	761.0742898	581.0964097	807	1006	851	1173	408
"FAM114A1"	274	224	382	294	159	273	343	371	493	425	432	415	282
"TMEM169"	116	99	173	352	156	141	137	134	154	247	150	214	75
"TMEM183A"	59	44	97	137	67	59	45	66	60	85	46	83	38
"ARRDC1"	245	238	374	348	243	197	203	331	330	303	331	504	281
"WDR85"	215	183.0039424	323.7521087	330	207	153	189	236.5841951	345	270.0021985	268.0085544	301.0139515	172.0266944
"DNER"	3988.040598	1841	3987.519809	6595.470908	4047	4018.479114	3808	4620	5080.050363	5631.901499	4382.089079	5478.009388	2621.251707
"SLC38A5"	191	233	376	390	144	131	79	246	303	660	387	188	256
"C20orf114"	9	10	21	4	7	8	6	11	14	9	3	6	8
"C2orf39"	107	102	150	199	123	99	144	83	125	137	183	132	120
"HELB"	96	67	138	204	50	84	72.00392032	149	306	217	111	181.0030116	106
"SHKBP1"	221	137	433.3428571	317	178	174	171	299	383.0025504	323	345.8536424	336	279
"MGC16385"	116	85	177	207	164	108	116	202	179	209	157	196	118
"HIST3H2A"	56	37	132	175	109	59	68	100	71	95	100	151	54
"ZNF276"	675	792.9756098	1245.169884	1016.881568	779	549	526	876	1166.968358	1036.130052	1108.995912	1064.957069	801
"REEP6"	37	98	117	195	102	88	81	98	105	149	146	156	73
"IMP4"	362	253	559	885	490	393	365	507	443	548	549	780	289
"HNRPLL"	1615	900.0492699	1898.65407	2393.494118	1639.856533	1569	1290	1737.53008	1820	1762	1618.90411	2349	967
"UBE2Q2"	1309.587137	828	1528.121732	2113.22543	1538.097751	1270.96712	1309	1124.100032	1553.079275	1673.515611	1218.769613	1849.221977	757.573312
"CCDC102A"	30	8	29	33	19	21	8	32	44	29	30	43	44
"MARS2"	205	134	263	356	166	173	161	277	234	261	201	271	147
"ADAMTSL1"	62	105	194	305.8461538	159	140	148	164	129	81	199	268	72
"PEX11G"	40	24	39	41	69	34	37	31	56	71	63	46	23
"9-Mar"	114	112	166	225	162	120	103	128	140	158	139	219	124
"ZBTB47"	1152	1100	1599	2132	1444	964	837	1458	1837	1422	1791	1825	1290
"B3GNT7"	34	34	54	70	66	31	38	35	73	84	87	111	54
"NT5C1B"	8	13	7	23	15	9	17	13	8	17	23	23	10
"PKHD1L1"	42	15	30	19	39	37	43	46	67	39	88	55	21
"COQ10A"	168	124	241	299	203	165	155	170	218	201	177	257	132
"C13orf27"	158.0220167	95	200	251	211	176	208.0043706	148	197	201	173	269	104
"LINCR"	5	3	17	6	12	8	7	15	10	5	10	14	14
"DMKN"	78.00122969	73.24106055	113.5596087	135.8646935	98	82.23088917	59	51	85	75	86	129.1712686	38
"NAPRT1"	98	115	277.0270252	390	166	141	165	175	260	195	176	549	200
"KCNG4"	10	14	6	4	9	2	1	5	7	6	14	8	10
"TMEM44"	122	248	274.0123565	180.584679	200	161	157	171	294	178	236	311	193
"ORAI3"	94	92	131	127	124	69	95	126	137	150	161	173	101
"ZNF561"	357.0178428	247.6819592	430.019458	528	304	323	322	394	516	503.8823529	406	576.7448938	259.7704722
"OLFM2"	1154	1093	1271	2109	1339	801	737	1219	1061	1488	1531	1529	1173
"HTR7P"	132	64	87	120	150	42	66	72	138	113	128	113	59
"PIGM"	225	144	302	349	259	251	195	330	307	300	301	358	205
"IGSF8"	2075	1858	3164	5141	3326	2336	1840	2704	3179	3786	3360	4610	2010
"C1orf158"	0	0	0	0	0	0	0	0	0	1	1	0	0
"PERLD1"	297	224.0050241	289.8569011	495.9916478	406.6320001	240.6349206	301.903411	227.8784489	394.0320395	419.9534884	449.8123207	503.7550821	216
"CCDC114"	12	11	34	19	18	12	9	13	19	35	32	31	22
"LEMD1"	1	2	1	1	2	8	2	0	3	6	2	5	0
"NY-SAR-48"	25	26	45	66	49	67	47	63.62307692	57	72	59	63	43
"FAM125A"	125	108	284.040978	259.9285714	105	144	146.8577294	212.9607843	202.020825	215.0239985	208.7799888	292.8358085	126
"SP140L"	79	25	69	89	103	82	60	85	130	119	105	125	52
"OPALIN"	2627.967562	1309	1700	4352.284933	3044.942327	3223.970381	3005.451147	1916	6340.913052	9111.423925	5207.756634	3299.310662	1789.373704
"TMEM32"	898.9281346	441.8540012	773.916268	1354.901689	911.9450303	855.9469038	680.974359	788	890.0925366	1107.983193	927	1402.864671	553
"SYCE1"	206	142	319	197	418	415	152	251	466	438	470	499	173
"LOC93432"	4	4	17	3	0	2	0	17	2	0	11	3	0
"ARMC6"	344	282.063088	606.4941272	788.9836933	576.0025546	306.9672131	275	458.7044303	576	497	557.8567084	863.9336913	400
"ZNF670"	100	100	156	221	158	107	103	88	196	184	162	260	86
"MAPK1IP1L"	1164	814.9021346	1150.835548	1976.420251	1389.369356	1034	1054	1185.899459	1486	1663.876805	1206.74188	2011.854295	801.7334736
"TPTE2"	18	25	33	60	40	16	37	17	29	57	32	33	21
"HSPC105"	0	1	0	0	0	1	0	2	0	0	2	1	0
"ANUBL1"	201	164	279	380.2399524	171	228.0013096	241.0791264	299	406.711711	325	298.1272176	353.0791424	209.0924993
"RG9MTD2"	171	107	172	226	124	132	164	149	201	227	269	211	138
"CACNA2D4"	39	25	39	25	37	53	40	38	98	79	70	73	39
"WDR67"	619.4246522	632.3113389	1121.702896	1188.789981	655.4202389	788	489.0180058	974.0032447	1077.74359	1146.016129	868.2478762	1214.385921	628
"FBXO44"	1453	1377	2644	3158	2246	1227	1302	1861	1701	2117	2068	2841	1282
"MRFAP1"	2771	1683	3564	4970	3622	2778	2627	3164	3323	4287	3364	5473	1755
"MGC21874"	418	371	526	742	659	407	372	506	533	597	545	795	404
"MGC16169"	2465	1734.95713	3621	3778.86113	2195.430648	2337.966457	2050.969205	2870.913403	2785.967696	3119.852691	2778.954423	4199.977543	1799.899179
"TJAP1"	397	311	671	627	331	379	335	617	725	697	646	635	522
"MYOCD"	20	6	11	16	6	3	6	12	9	17	10	21	9
"ACPT"	10	13	22	13	20	8	9	13	20	20	19	14	12
"ST7OT1"	44	26	46	39	64	29	31	26	63	73	46	40	39
"ST7OT2"	76	86	123	129	73	91	81	84	103	125	103	143	77
"ARHGAP18"	272.9070929	202	341	378	337	230	194	291	430	435	281	458	259
"CADPS2"	4791	3234.063304	7426.145169	10063	7302	5477.092662	5342	6410	5432	6533	4891	9776	3962.104423
"ACRC"	122	151	182	182	121	87	91	231	176	152	171	193	164
"ACTR8"	992	816.1096304	1269.020595	1609	1263.116097	1301	1031	1323	1357	1451	1037	2023.663677	678.0700318
"ATPIF1"	744	571	1084	1595	979	897	763	863	901	1133	851	1315	455
"CLEC6A"	1	0	4	0	0	0	1	0	0	5	0	0	0
"CPA5"	10	4	3	3	3	2	0	2	4	4	9	9	0
"FOXP2"	399	270	614	858	405	484	333	385	591	524	511	808	323
"PIGS"	590	467	884	1240.012887	847	665	607	678	763	918.0134294	718	1272	514
"SERHL"	118	119	140	303	119	103	87	227	326	210	161	292	187
"TTYH2"	3165	1122	4057	2582	2142	2227	1932	3718	4798	3656	4002	2631	2336
"MUC16"	2	7	7	11	3	0	2	0	1	1	3	4	1
"CGB7"	1	0	0	0	0	0	0	0	0	0	1	2	0
"LRRC4B"	1182	1307	2065	2318	1626	897	911	1551	1733	1984	2061	2176	1483
"HTRA3"	12	3	6	6	6	0	18	5	15	7	4	18	11
"CAMK2N2"	95	109	143	199	135	108	128	121	161	189	204	175	112
"ZNF101"	74	76	129	161	78	78	93	117	121	162	124	129	74
"SYAP1"	775	555	1031	1465	831	891	821	874	1005	1183	1003	1426	599
"LENG9"	40	55	72	94	48	43	60	52	83	98	66	90	41
"SFXN1"	1584	1131	2168	3291.049212	2034.72203	1755	1577	1952	1974	2139	1892.018785	3213.810134	1137
"HSPB9"	0	6	1	2	3	2	0	4	5	6	2	3	1
"SFXN5"	2433.814502	2570.825727	3622.031509	5784.775442	3172.395414	2632.321468	2408.010996	2629.683074	3177.065258	4276.208771	4684.939153	3829.50646	2837.600308
"ORMDL1"	462	231	482	673	413	534	419	394	519	542	519	593	272
"ORMDL3"	685	481	975	1133	842	670	584	721	855	829	902	1200	591
"C21orf66"	2055.029292	1376	2306.039497	2402.930556	1392	1994.008128	1667.026988	2133.016267	2819.017745	2617.710487	2078	2478	1494
"TMEM203"	281	203	352	657	406	271	276	331	389	362	301	599	234
"CGB8"	1	0	0	1	1	0	0	0	0	1	4	2	0
"SYTL3"	48	50	68	44	54	32	65	114	108	57	85	98	96
"SYTL4"	487	350	303	268	584.8030075	343	431	496	464	307	624	575	519
"SYTL5"	216	149	329	483	327	250	236	244	274	293	270	459	122
"ARHGAP12"	2346.812135	1562.026249	3099.964593	3443.121727	2432.215332	2595.535236	2368.234763	2578.803909	2692.647375	3112.164777	2825.399817	3860.760821	1575.025018
"RP1L1"	6	3	3	1	2	2	2	2	6	8	3	2	2
"CDRT15P"	4	8	9	17	2	13	9	4	15	6	8	17	14
"ABCC12"	78	86	97	391	111	91	54	63	78	90	72	134	70
"SNORD46"	4	0	2	4	1	4	3	6	1	1	3	1	5
"SNORD38B"	5	3	11	6	0	2	4	7	3	13	4	6	5
"OPN4"	40	53	36	40	53	26	15	21	29	79	33	69	30
"FOXQ1"	24	34	36	53	19	23	32	33	34	75	55	57	35
"GNG8"	21	3	7	4	12	10	0	2	17	12	6	5	0
"H2AFV"	3323	2275.018961	4128.570179	5950.179393	4286.729335	3640.326571	2900.008782	4335.125296	4539.657605	4551.115837	3966.492241	6292.489373	2982
"EPSTI1"	111	60.5276309	61	158	69	74	115	117	224	153	173	174	115
"TP53INP1"	386	241.4820468	429	421	326.6097938	390.5330641	324	403.5328913	492	565.2903226	518	453	316
"PPP1R14A"	235.0646525	110	277	331	140	241.1516196	135.0396545	343	368.9551992	402.9665132	437.2362829	191.0986446	183
"TSGA14"	525	292	526	964	560	400	462.0039269	574	488	622	571	892.0022185	282
"FNIP1"	3497	1995	4085.925305	5051	3342.835941	3697.642769	3037.023005	3513	4323.437655	4288.502951	3654.001182	6441.300957	2275.049423
"LIMS3"	4	0	1	0	4	1	3	3	3	1	5	7	2
"TGS1"	711	650	837	1261.285685	799	692	602	729.0043838	902.816395	1031.873976	883.5714797	1129.090369	483
"MRLC2"	1054	586	1356	2059	1311	1041	1037	1030	1355	1507	1157	1874	662
"EGLN2"	650	558	974	1313	666	585	457	827	813	935	907	1294	595
"EGLN3"	623	396	819	887	528	494	524	806	775	790	783	907	516
"PRKCDBP"	12	21	17	36	24	15	18	27	28	50	63	39	16
"PRRT2"	1069	1295	2081	2713	1722	1200	1232	1200	1497	2091	1840	2612	1228
"EXOD1"	192.6238847	114	177	229	171	184.9090909	202	181	355	327	265	239.3703871	125
"SAT2"	444	275	767	866	562	265	303	450	478	534	459	680	404
"C14orf126"	349	147	368	601	337	238	298	316	402	320	415	480	282
"GTF3C6"	247	165	323	367	184	262	198	317	302	321	225	348	204
"SNX18"	586	366	706	984	674	659	578	811	867	812	991	885	590
"MRAP2"	659.9714286	272.9666667	824	1294	620.9216117	568	467.9787234	578	453	475.0401309	425.1190391	1019	341
"RWDD2A"	284	207	386	575	440	344	278	270	346	410	337	520	192
"CMTM7"	20	6	33	8	16.49538337	9	8	17	26	15	27	40	21
"FAM71E1"	119	63	138	329	159	133	101	161	175	191	149	198	76
"TUBA3E"	3	11	7	3	4	3	3	5	12	8	5	5	3
"RDH13"	167	213	288	295.5634859	178	112	139	192	262	209	244	348.0139135	161
"C14orf179"	176	164	324.8368275	348	183.7599268	219	214.9733333	229.9083247	284.8641512	387.7833987	240.8565906	377	219
"STX1B"	4648	4119	5008	6346	4818	3116	3493	4114	3906	5758	5277	6897	2762
"C1orf85"	150.0001569	103.0149524	232.0012189	295	191	137	137.000678	147.0006653	184	228	220	314.000741	113
"KRT71"	0	3	0	3	0	1	1	0	0	0	0	0	0
"FDX1L"	123	89	226	294	185	107	99	158	150	215	164	276	91
"C10orf65"	95	81	120	150	82	114	95	107	105	94	157	107	67
"WDR89"	322	206	352	576	325	353	337	329	396	479	445	587	234
"C14orf149"	321	234	407	457	296	278	288	373	392	427	376	447	257
"TP53RK"	461	274	472	671	435	380	323	453	543	519	489	602	338
"CCDC101"	223	124	256	236	190	131	158	213	211	231	248	294	172
"PHF21B"	85	99	190	163	111	83	106	131	105	145	175	160	88
"VPS26B"	1671	1171	2413	3369.03228	2432.015821	1642.986577	1504	1844	2034	2240	1945.305132	3466.993151	1353
"GLB1L3"	186	218	347	284	230	199	219	284	303	301	201	304	233
"BTBD14B"	1014	964	1542	1915	1539	804	819	1296	1260	1293	1527	2022	1168
"CCDC104"	2027.173113	1332.950739	2638.865499	3306.041884	2372.193719	2072.983048	2409.125888	2004.591407	1962.074734	2441.498652	1810.11222	3066.077096	1651
"MED8"	231	185	289	446	330	234	209	222	333	315	243	365	207
"KTI12"	68	44	84	126	108	60	74	53	93	81	95	128	67
"RPUSD1"	151.6867104	175	299	319.7787129	260	145	153	258	267	264	277.4092625	364.7462687	189
"PLCD3"	482	592	890	1148	805	577	450	792	1415	1213.050108	1041	1271	950
"FAM54A"	4	5	7	5	18	11	6	8	4	8	3	7	6
"CDCA5"	58	38	41	144	70	50	37	49	61	68	62	100	54
"AHNAK2"	1995	1652	2455	5160	3632	2167	2188	2692	2022	3426	2859	5032	1791
"RPLP0P2"	31	26	26	50	24	19	19	17	27	41	33	50	4
"SAAL1"	234	157	289.0093838	299.0061166	253	204	270.006926	231	317	411.011336	339	355	213
"C19orf36"	188.9069391	156.0095238	209	177.9891304	126.8874805	154.0491246	178	134	145.3247364	198	203.6899167	183.4445555	146
"SCAMP4"	419.8299411	423	711.0396485	798	580	442	374	583.9661017	741	905.9311729	813	865	494
"ADAT3"	17	22	28	20	13	16	9	27	30	18	27	21	22
"CHST14"	40	33	43	42	28	36	31	51	71	53	59	56	31
"CASC4"	4128.732489	2837.229032	5077.277682	5955.878634	4307.186284	4396.656617	3641.193522	4050.601901	5330.396014	5685.984689	4512.116775	6013.153811	3184.534531
"KIF12"	17	50	32	41	72	39.00092371	37	28	63	39	88.03258725	74.00049848	30
"SLC46A1"	806	795.0046448	1051	1322.645684	919	693.75	701.6019694	952	1090	1098	1098	1514.011903	805
"C12orf57"	242	143	317	556	273	203	239	235	253	262	335	435	153
"LARP4"	2013	1362	2426	3091.005688	2001	2189	1744	2642	2694	2892.005773	2088	3614	1399
"GLCCI1"	977.6363636	975.0026572	1702.988905	2335.276236	1033.969172	940.4925373	862	1313	1214.957068	1333.046133	1256.11116	2144.664738	853
"TMEM106A"	50	45	97	66	42	62	57	97	103	98	120	135	68
"C20orf54"	22	38	38	26	23	9	24	54	63	20	51	47	57
"SFT2D1"	506.9646672	247.8663274	551	787.9715328	468.9812934	633.9731499	427.9816423	663.9605403	762.990685	768.9702757	718.9766374	815.9717113	464
"TEX261"	702.0361475	451	707	868	566	489	464	687.0032595	784	847	824	946	457
"C1orf212"	384	280	506	844	557	439	361	407	438	522	475	773	242
"ADC"	560	491	742	1209	607	589	547	649	714	816	750	958	453
"TMEM54"	232	212	415	611	389	218	158	320	311	320	383	573	304
"TUBA3D"	29	37	62	45	35	12	18	35	39	38	44	69	37
"HEL308"	511	372	663	679	574.004642	427	400	510	730	767	616	749.6122295	325
"CMTM1"	45	39	62	82	50	54	40	52	76	69	65	96	46
"CYP2U1"	564	429	790	871	490	561	455	717	786	667	715	966	466
"ADPRHL1"	160	134	214	268	325	200	119	191	150	247	239	425	161
"MFSD3"	198	206	336	500	283	241.0109051	161	284	260	292	261.0014835	427.4897959	220
"SDSL"	43	70	48	113	46	36	51	62	66	129	111	90	31
"KLHDC7B"	0	1	0	0	0	0	1	1	2	1	2	0	1
"ODF3"	0	2	2	2	0	0	0	2	4	0	1	3	1
"C7orf29"	15	11	17	44	44	5	15	12	25	15	28	45	20
"PIK3IP1"	1134.806534	673	1463.024047	1689.790173	1226.831316	1117.712113	1107.089734	1042.897852	1383.920973	1675.845006	2030.817652	2202.865449	847
"C1orf59"	292.0317072	191	437	712.7692833	410	332	341	344	289	430.0869688	254.6907102	563.4811983	194
"FAM83F"	0	0	7	6	2	0	0	1	9	2	2	6	3
"SLC35A4"	262	250	400	534	334	270	257	376	460	523	441	593	283
"ZNF257"	28	62	64	72	71	72	41	82	36	60	70	88	39
"DTX2"	49	66	126	74	34	53	49	79.00046327	94	105	89	95	69
"TOE1"	184	142	218	276.8350051	240	159	139	182	260	267	224	234	115
"MCM3APAS"	6	5	11	8	4	7	3	11	11	5	10	9	4
"WBSCR22"	938.9693593	696.9274359	1622.100889	2427.904522	1308.795608	974.9626674	946.9458538	1065.797337	1215.923644	1458	1417	1975.436696	708
"TRIM9"	4868	4715	5350	8087	5901	3926	4532	4361	6284	6848	6112	7713	4020
"UCN3"	0	2	2	0	0	2	0	2	2	1	0	0	2
"SIGLEC11"	27	9	20	17.5	8	23	2	12	42	9	13	13	22
"SLC2A13"	3030	1665	2943	8037	5088	3577	3241	3148	3062	3290	2929	6645	1808
"LACTB"	212	131	260	280	224	230	189	226	353	230	208	357	157
"PALM2"	3090	1386	2402	3220.000787	1779.001762	1963	1916.000573	2300	3089	2315.001456	2244	3210.000685	1383
"EFHC1"	629	413	860	1008.076082	537	697	511	648.0084688	840	849	749	943	490
"NLRP3"	113	88	110.8143581	135.00403	201.004363	158	188	95.00098237	175	217	221	223.0640125	115.0033248
"MAL2"	827	642	1086	2875	1643	1043	976	913	938	1042	891	2052	520
"SLC22A9"	133	71	151	204.0096178	157	80	72	114	146	155	147	155	106
"SNORD15B"	13	5	18	1133	362	11	14	12	31	26	1154	665	497
"TIRAP"	110	113	111	176	137	94	116	134	144	150	144	171	82
"BIC"	423	353	273	606	243	333	381	362	406	530	474	664	286
"ERMAP"	286	206	282	415	345	242	282	333	383	357	414	441	209
"LRRC37B"	623	630	1044	863	690	583	521	764	859	860	829	933	663
"CYGB"	125	95	170	263	205	142	121	156	206	230	208	291	140
"COP1"	25	19	30	25	17	16.00292334	21.46153846	22	47	21	25.00130036	32	21
"PKD1L2"	136.0003604	205	239.010163	226	180	176	110	131	291	458	171	184	142
"BTBD9"	2773	2267	3211	4361	3271	2093	2110	3165	2843	3356	2742	4751	2063
"LMTK3"	1247	1708	2051	1802	1573	837	1043	1429	1799	2192	2374	2123	1399
"CSMD2"	1873	1758	2677	2478	1632	1145	1442	1905	2231	2156	2186	2940	1747
"MBD6"	299	327	422	344	238	243	269	365	497	482	498	425	297
"XKR4"	415	369	646	1128	638	520	441	532	637	613	504	907	379
"GPRIN1"	818	680	1171	1724	1219	710	746	895	952	1173	1140	1793	750
"CSMD3"	5474	4444	6671.000559	8277.000948	5114.000721	4774.002887	4508.000258	4428	5188.001489	6168.001605	6052.000652	7685.029133	3339.001351
"SLC25A25"	967	847	1311	2111	1406	943	865	1045	1125	1228	1100	1922	744
"STK11IP"	420	566	932	735	506	424	307	699	669	599	533	937	556
"TUBGCP5"	1576	944	1969	2602	1981	1749	1366	1411	2107	1999	1582	2134	1068
"KLHL32"	1498.938171	718	1778	1878.083258	1382.022352	1648.07041	1002.931391	1870	2197.965387	2510	1723.004613	2269.939682	1230.72702
"FMNL2"	14753.60947	10074.61889	18955.74334	16819.26743	9990.435865	14646.82995	10603.27806	19787.39834	20677.33582	19744.20036	17291.92628	15381.34803	12754.24012
"ELFN2"	874	1142	1548	1477	1152	589	668	1152	1162	1373	1486	2019	1082
"TMEM132B"	3820	2672	5103	8039	6370	4241	4258	4092	3955	4283	3892	6934	3171
"KIAA1908"	212	228	248	525	222	264	244	244	327	439	364	412	276
"SLITRK1"	1304	1053	1709	2950	1627	1237	1099	1339	1740	1888	1724	2336	1132
"ESCO1"	1106	753	1379	1525	956	1063	932	975	1403	1458	1114	1587	739
"CCDC85A"	830	811	1377	2516	1926	1356	1240	1177	1448	1388	1179	2257	933
"TMEM200A"	69	50	55	134	139	77	73	69	84	57	90	122	39
"MYSM1"	1780.000694	1180	1963	2543.431818	2096.00531	1463.426966	1916	1438.002263	2131.001548	2237.001432	1878.004819	2406.001259	1089.014539
"RNF157"	3674	2764	4538.826307	7178.143696	4672.949426	3462.014234	3283.570815	4432.662455	3522.028204	4482.031615	3565.183838	6067.91375	2685
"GALNT13"	1121	662	1238	2057.91906	1328	1144	1111	1111	1439.014843	1423	1343	1861	771.6826375
"SORCS1"	2589	1504	2241	3179	1982	1836	1829	1805	1843	1982	1664	3022	1203
"SCAND3"	211	151	270	456	287	170	238	264	270	268	230	462	175
"RHPN1"	543	681	1376	1041.032977	882	714.0559735	516	844	1040.037577	979	853.8223597	1635	940
"LENG8"	3321.92871	4831	5288.889807	4455.084198	3309.028151	2387.009788	2619.077628	3994	5906.370809	5233.012258	5191.023979	5201.991014	4208.789393
"PNMA5"	119	150	119	263	298	72	76	111	104	230	168	263	66
"PWWP2A"	830.6363636	564	1064	1328.672131	650	858	602	1006	1180	1136.005105	1022.012368	1238.006478	679.0973292
"SMYD4"	401	393	611	699	484	436	419	502	514	677	582	816	371
"FHAD1"	149	101	131	155	122	92	89	80	62	170	117	131	76
"SLAMF6"	2	4	0	2	0	3	1	0	4	7	7	3	0
"OSBPL1A"	8067.028867	4384.176233	10776.24891	12883.2139	8332.024773	7978.53937	6316.702743	8390.24187	8667.762715	8864.860644	7583.309217	10821.18668	4520.335738
"OSBPL5"	470	634	771	805	723	437	388	593	915	919	861	1080	642
"OSBPL6"	1695.003142	1377	2013	2894.005379	1696.70594	1645.09518	1273	1912	1929.00246	2082.647059	1607	2750.510851	1158
"OSBPL7"	388	400	596	549	437	312	237	495	529	514	540	686	379
"OSBPL8"	4836.992095	2804.931701	4879.94794	9475	5682.120684	5334	5002	4970.970928	5491.974466	5922.360958	4885	9115.873175	3045
"OSBPL9"	2340.657071	1454.119322	2781.860467	3192.793571	2067.400083	2444.949939	1934.351377	2270.956828	3190.832613	2816.167545	2573.444797	2674.656085	1629
"OSBPL10"	545	439	696	1190	707	579	504	596	599	660	585.0068707	1103	455.0149917
"OSBPL11"	1224	1039	1252	1271	1334	982	963	1141	2119	1091	1114	2235	1047
"C1QTNF1"	67	59	65	75	49	41	37	78	90	66	90	142	55
"C1QTNF2"	56	25	48	85	53	35	42	34	40	45	51	47	23
"C1QTNF3"	244	140	354	379	193	267	169	283	408	480	290	289	230
"C1QTNF4"	316	225	421	686	365	229	207	284	342	463	365	475	215
"C1QTNF5"	51	38	80	90	44	62	44	80	175	97	117	111	61
"C1QTNF6"	113	108	230	246	110	88	96	211	151	207	136	211	90
"C1QTNF7"	105	88	50	50	56	85	46	36	50	96	68	97	51
